uid,sentence1,sentence2,label
uit_Adver_1211_1_21_07,"Phạm Đình Đạt, 32 tuổi, cùng nhiều đàn em thuê căn nhà ba tầng ở quận Bình Tân, TP HCM, mở sòng bạc rồi lôi kéo nhiều người đến sát phạt, cá độ bóng đá trực tuyến.","Phạm Đình Đạt bị bạn bè dụ dỗ đến căn nhà ba tầng ở TP HCM để đánh bạc, cá độ đá bóng.",Intrinsic-Hal
uit_Adver_1052_1_21_06,Tháng 4 là tháng thứ hai liên tiếp số lượng tài khoản chứng khoán của nhà đầu tư cá nhân mở mới đạt trên 100.000 tài khoản.,Nhờ sự quảng bá có thể nhanh chóng kiếm tiền nên các nhà đầu tư ồ ạt tham gia thị trường chứng khoáng.,Extrinsic-Hal
uit_Adver_1105_5_21_06,Tâm lý thị trường những phiên cuối tháng 4 tích cực nhờ lực cầu ở cổ phiếu vốn hoá lớn.,Tâm lý thị trường những phiên đầu quý 3 tích cực nhờ lực cầu ở cổ phiếu vốn hoá lớn.,Intrinsic-Hal
uit_Adver_267_2_21_02,"Veranda, tạp chí về phong cách sống có từ năm 1987 của Mỹ, mới công bố 30 resort bao trọn các dịch vụ có chất lượng tốt nhất.",Từ năm 1987 Veranda công bố 30 resort có chất lượng tốt nhất.,Intrinsic-Hal
uit_Adver_546_5_21_03,"Ông Trần Văn Hải, quyền Giám đốc Học viện Múa Việt Nam, cho biết 273 học viên vào trường từ năm 2012 đến năm 2016, đặc biệt những em học hệ cao đẳng, vướng mắc về bằng cấp do ""lỗi kỹ thuật"".",273 học viên của Học Viện Múa Việt Nam đã hoàn thành chương trình và có bằng tốt nghiệp từ 2016 ,Intrinsic-Hal
uit_Adver_2383_1_31_12,"Các xéc-măng dầu trong động cơ gặp lỗi khiến dầu bị rò rỉ ra ngoài, trên 147.249 chiếc Seltos và Soul.",Các chiếc Seltos và Soul bị lỗi rất nặng không biết khi nào sẽ khắc phục được.,Extrinsic-Hal
uit_Adver_2010_4_31_11,"Các khu công nghiệp xét nghiệm nhanh kháng nguyên hàng tuần cho lao động, người cung cấp dịch vụ như ăn uống; khách sạn, lưu trú cho chuyên gia; vận chuyển vật tư, hàng hóa; sửa chữa, bảo dưỡng, bảo trì máy móc...",Người lao động cho từng khu dịch vụ khác nhau sẽ ảnh hưởng đến quá trình phát triển bệnh nên sẽ được phân ra.,Extrinsic-Hal
uit_Adver_1734_2_11_09,Chính quyền tỉnh Omsk cho biết bác sĩ Alexander Murakhovsky hôm nay tự rời khỏi khu rừng gần nơi ông mất tích và tìm đến người dân trong làng Basly gần đó để nhờ trợ giúp.,Làng Basly ở gần khu rừng nơi Alexander Murakhovsky mất tích.,Entailment
uit_Adver_1159_5_11_06,"Mặt khác, giá nhà trong thành phố vẫn ổn định, chỉ thấp hơn 5,4% so với mức đỉnh lịch sử được thiết lập hồi giữa 2019.","So với mức đỉnh lịch sử thiết lập giữa năm 2019 thì giá nhà trong thành phố thấp hơn 5,4%, nhưng vẫn ổn định",Entailment
uit_Adver_1052_4_31_06,Sự tham gia của những nhà đầu tư mới giúp thanh khoản thị trường tiếp tục tăng.,Các nhà đầu tư kiếm tiền dựa trên số lượng người đăng kí tham gia vào thị trường.,Extrinsic-Hal
uit_Adver_666_1_31_04,"Sau thời gian đi cách ly, và có tình yêu, Võ Hoàng Yến chuyển từ phong cách nổi loạn sang hình ảnh nữ tính, thanh lịch, gần gũi hơn.","Phong cách nữ tính, thanh lịch, gần gũi của Võ Hoàng Yến dành được tình yêu từ mọi người.",Extrinsic-Hal
uit_Adver_1048_1_11_06,"The Sun Tower cung cấp 87.000 m2 mặt bằng trung tâm quận 1, dự kiến thuộc Top 3 tòa nhà văn phòng - thương mại lớn nhất TP HCM vào năm 2023.",The Sun Tower dự kiến trở thành Top 3 toà nhà văn phòng - thương mại lớn nhất TP HCM trước năm 2024.,Entailment
uit_Adver_1080_2_31_06,Bình quân mỗi ngày công ty thu khoảng 425 tỷ đồng từ hệ thống bán lẻ xăng dầu khắp cả nước.,Số tiền mà công ty thu lợi sẽ dùng nâng cấp các hệ thống bán lẻ xăn khắp cả nước.,Extrinsic-Hal
uit_Adver_628_2_21_04,"Bộ váy do Tăng Thành Công thiết kế theo đặt hàng của hoa hậu cách đây vài tháng, lấy cảm hứng từ những cánh đồng ruộng bậc thang với màu chuyển dần từ xanh non đến vàng, nâu đậm của lúa.",Có nhiều bộ váy trong bộ sưu tập của Tăng Thành Công lấy cảm hứng từ những cánh đồng ruộng bậc thang.,Intrinsic-Hal
uit_Adver_21_1_11_01,"Từ 50 hồ sơ của vòng Bình chọn, Ban giám khảo đã chọn ra 20 gương mặt tiêu biểu bước vào giai đoạn tiếp theo của chương trình Top 10 lãnh đạo công nghệ trẻ.",Cuộc thi tiếp tục với 20 thí sinh.,Entailment
uit_Adver_2184_2_31_11,"Doanh nghiệp tự chi trả phí xét nghiệm Covid-19, ngân sách nhà nước chi trả với F0, F1, theo văn bản của UBND tỉnh ngày 14/5.",Doanh nghiệp có đủ khả năng tự chi trả chi phí xét nghiệm Covid-19.,Extrinsic-Hal
uit_Adver_1851_1_11_10,"Hạt giống số một Novak Djokovic chỉ tốn hơn một tiếng để hạ Alejandro Davidovich Fokina 6-2, 6-1 tại vòng ba Rome Masters hôm 13/5.",Novak Djokovic đánh bại Alejandro Davidovich Fokina dễ dàng ại vòng ba Rome Masters hôm 13/5.,Entailment
uit_Adver_1405_1_21_08,"Cả nước có 158 bệnh nhân Covid-19 tình trạng nặng, trong đó, 26 ca nguy kịch, gồm 4 ca đặt ECMO và 22 ca thở máy xâm nhập.","Mỗi ngày, cả nước đón gần 158 bệnh nhân và tất cả là cảm do Covid-19 gây ra, mất khoảng 1-2 ngày tịnh dưỡng đúng cách sẽ khỏi bệnh.",Intrinsic-Hal
uit_Adver_777_2_11_04,"Theo Vogue, đôi dép của Questlove mạ vàng 24 carat, giúp nhạc sĩ Mỹ tạo nét khác biệt.",Nhạc sĩ Questlove được một tạp chí thời trang danh tiếng đánh giá là gây ấn tượng với đôi dép của mình.,Entailment
uit_Adver_55_2_21_01,"Trong số 50 hồ sơ vào vòng Bình chọn, chỉ có hai ứng viên nữ là Trần Thị Hồng Vân và Võ Hồng Phương.","Trong số  hồ sơ vào vòng Bình chọn, có nam và có nhiều hơn 2 nữ",Intrinsic-Hal
uit_Adver_794_3_11_04,Tin đồn khiến Hàn Diệp và Phùng Thiệu Phong bị khán giả chỉ trích.,Không ai thích mối quan hệ Phùng Thiệu Phong và người thứ ba.,Entailment
uit_Adver_380_1_31_02,"Tôi dự định đi đu lịch dịp lễ 30/4 cùng gia đình gồm 2 vợ chồng, 2 con nhỏ.",Vợ chồng tôi có quan điểm rằng chỉ sinh 2 con.,Extrinsic-Hal
uit_Adver_290_4_31_02,"Ông Lê Trương Hiền Hòa, Giám đốc Trung tâm Xúc tiến Du lịch TP HCM, cho rằng một trong những trọng tâm trong kích cầu du lịch là tăng cường chuyển đổi số và ứng dụng công nghệ thông tin trong lĩnh vực du lịch, đặc biệt về công tác quảng bá.",Công tác quảng bá là trọng tâm của ngành du lịch.,Extrinsic-Hal
uit_Adver_1798_2_11_09,"""Chậm cung cấp vaccine từ Viện Huyết thanh Ấn Độ tới châu Phi, chậm triển khai vaccine và nhiều biến chủng mới xuất hiện, đồng nghĩa với việc nguy cơ bùng phát một làn sóng lây nhiễm mới ở châu Phi là rất cao"", văn phòng Tổ chức Y tế Thế giới (WHO) tại châu Phi cảnh báo hôm 6/5.",Một trong những nguồn cung cấp vaccine cho châu Phi là từ châu Á.,Entailment
uit_Adver_2440_1_21_13,"Phát hiện con gái không phải của mình, người đàn ông đệ đơn ly hôn, song tòa án khuyên nên suy nghĩ lại.",Người đàn ông vẫn tiếp tục quyết định giữ gia đình và nuôi đứa bé.,Intrinsic-Hal
uit_Adver_547_3_21_03,"Ngoài ra, 66 trường khác thuộc nhóm có điểm trung bình thi THPT cao nhất nước nhiều năm gần nhất cũng được ưu tiên xét tuyển.",Các học sinh không thuộc của 66 trường này cũng được ưu tiên xét tuyển.,Intrinsic-Hal
uit_Adver_277_1_11_02,"Vận động viên tham gia Vietnam Trail Marathon (VTM) ở các cự ly 5 - 70 km đường mòn băng qua các vườn đào, mận và đồi chè.","Vietnam Trail Marathon có tổ chức các cung đường dẫn qua các đồi chè, vườn đào và vườn mận.",Entailment
uit_Adver_1595_5_11_08,"""Bệnh nhân 3697"" công bố tại Đà Nẵng, nhân viên Công ty cổ phần Trường Minh, chi nhánh Đà Nẵng, lịch trình liên quan đến huyện Thăng Bình, Quế Sơn, 7 F1 cách ly tập trung, lấy mẫu xét nghiệm có kết quả âm tính lần 1.",Kết quả không phải dương tính cho bệnh nhân tại Đà nẵng lần đầu xét nghiệm.,Entailment
uit_Adver_1153_2_21_06,"Nội dung này được Uỷ ban Thường vụ Quốc hội thống nhất về nguyên tắc trên cơ sở đề xuất của Chính phủ tại phiên họp 55, ngày 27/4.",Nội dùng này không thể không có sự không đồng thuận trong việc từ chối tiếp nhận việc bác bỏ xây dựng nguyên tắc dựa trên con đường ngược lại với đề xuất của Chính phủ theo Uỷ ban Thường vụ Quốc Hội.,Intrinsic-Hal
uit_Adver_1208_2_21_07,"Ngày 17/5, Phương cùng chồng là Dư Anh Quý, 33 tuổi, bị khởi tố để điều tra về tội Đưa hoặc sử dụng trái phép thông tin mạng máy tính, mạng viễn thông"" theo điều 288 Bộ luật Hình sự năm 2015.",Phương vi phạm pháp luật cùng chồng dù mới bước qua tuổi 33.,Extrinsic-Hal
uit_Adver_1570_1_21_08,"Sau một tuần điều trị, nữ điều dưỡng bị sốc phản vệ cấp độ 4 đã được xuất viện trong tình trạng hồi phục hầu hết các chức năng.",Sau một tuần điều trị tại nhà thì nữ điều dưỡng bị sốc phản vệ đã được xuất viện.,Intrinsic-Hal
uit_Adver_2147_3_31_11,"Theo ông Quyết, khoảng 80% cơn mưa trong giai đoạn đầu mùa xảy ra giông lốc, gió giật mạnh khiến cây đổ.","80% cơn mưa sẽ xảy ra giông lốc, gió giật mạnh.",Extrinsic-Hal
uit_Adver_1341_2_21_07,"Ngày 3/5, Cục Cảnh sát điều tra tội phạm về ma tuý (C04, Bộ Công an) cho biết các nghi can vừa bị bắt tại chung cư ở TP Thủ Đức, khu vực thuộc địa bàn quận 2 cũ.","Cuối năm nay, Bộ Công an sẽ thành lập C04-Cục Cảnh sát chuyên về điều tra tội pham ma túy.",Intrinsic-Hal
uit_Adver_2127_5_31_11,Đây là hai trong bảy tuyến cao tốc được dự kiến được đầu tư ở miền Tây.,"Sắp tới, miền Tây sẽ có đến bảy tuyến cao tốc được xây dựng cùng lúc.",Extrinsic-Hal
uit_Adver_1216_1_11_07,"Hai nhóm thanh thiếu niên tuổi từ 14 đến 19 lao vào hỗn chiến, lái xe rượt đuổi nhau, khiến hai người chết.",Đã có hai người tử vong sau vụ hỗn chiến.,Entailment
uit_Adver_589_4_31_03,"Thí sinh làm bài thi trên máy tính, câu hỏi dưới dạng trắc nghiệm khách quan (lựa chọn một trong bốn đáp án) và điền đáp án.",Máy tính được sử dụng cần phải có kết nối Internet.,Extrinsic-Hal
uit_Adver_193_2_31_01,"""Sau khi thi đấu với AI trong môn cờ vây, tôi nhận thấy mình không còn là số một nữa.",Không ai đánh bại được AI trong môn cờ vây.,Extrinsic-Hal
uit_Adver_1845_1_21_10,"Bị dẫn 3-6, 0-3, nhưng Rafael Nadal vẫn thắng ngược Denis Shapovalov 3-6, 6-4, 7-6 ở vòng ba Rome Masters hôm 13/5.",Rafael Nadal giành chiến thắng áp đảo hôm 13/5.,Intrinsic-Hal
uit_Adver_650_4_31_04,"Phim Huyền nhai chi thượng, đề tài gián điệp, của Trương Nghệ Mưu đang chiếu rạp Trung Quốc, doanh thu dẫn đầu các phim ra mắt dịp lễ 1/5.",Trương Nghệ Mưu mang quốc tịch Trung Quốc đại lục.,Extrinsic-Hal
uit_Adver_1095_3_21_06,"Lợi nhuận gộp đạt 52 tỷ đồng, nhưng sau khi trừ chi phí bán hàng và quản lý doanh nghiệp, công ty đã lỗ hơn 2 tỷ đồng.",Nếu không trừ chi phí bán hàng và quản lý doanh nghiệp thì công ty vẫn lỗ.,Intrinsic-Hal
uit_Adver_277_4_31_02,"Valentin Orange, nam vận động viên người Pháp, giành chức vô địch ở cự ly 70km, đánh bại Phạm Đức Luân và Nguyễn Văn Long của Việt Nam ở vị trí thứ hai và ba.","Valentin Orange, nam vận động viên người Pháp, giành chức vô địch ở cự ly 70km, đánh Phạm Đức Luân và Nguyễn Văn Long của Việt Nam.",Extrinsic-Hal
uit_Adver_873_5_21_05,"""Chúng tôi đã bắt đầu nghiên cứu các phần xương sọ và mặt, khớp hàm vẫn còn nguyên vẹn và một số răng ngầm chưa mọc lên.",Dù khớp hàm vẫn còn nguyên vẹn nhưng chưa mọc lên.,Intrinsic-Hal
uit_Adver_2124_3_11_11,"Người dân thuộc bốn xã có dự án đi qua gồm Đông Các, Đông Hợp, Đông La và Đông Sơn, huyện Đông Hưng, được miễn phí vé nếu xe không kinh doanh vận tải.",Có tất cả 5 xã được miễn phí vé xe nếu xe không kinh doanh vận tải.,Intrinsic-Hal
uit_Adver_1091_1_21_06,"Bộ Tài chính buộc MBS dừng ngay việc ""lách"" huy động tiền từ khách hàng, sẽ xử lý tương tự VnDirect và công ty chứng khoán khác nếu vi phạm.","Sẽ sử lý VnDirect như những công ty chứng khoán khác nếu dừng việc ""lách"" tiền huy động từ khách hàng.",Extrinsic-Hal
uit_Adver_886_3_11_05,"Một trong số các phương tiện đó là SN10 dường như tiếp đất nhẹ nhàng cuối chuyến bay hồi tháng 3, nhưng ngọn lửa bùng lên ở phần đế không lâu sau đó khiến nguyên mẫu này phát nổ.",Nguyên nhân nguyên mẫu SN10 phát nổ là do lửa mặc dù đã hạ cánh thành công.,Entailment
uit_Adver_193_4_21_01,"Trong nhiều năm liền, AI được đào tạo để chiến thắng con người trong các bộ môn cờ vua, cờ tướng.",Con người rất dễ đánh bại.,Intrinsic-Hal
uit_Adver_1663_5_11_09,"Nạn nhân tới Đài Loan năm 2018 theo dạng xuất khẩu lao động, sau đó hết hạn visa và ở lại Đài Loan không có giấy tờ.","Sau năm 2010, 8 năm sau nạn nhân đến Đài Loan.",Entailment
uit_Adver_1008_3_11_06,Musk tiếp tục cho rằng Bitcoin không thân thiện với môi trường.,Elon Musk giữ vững quan điểm của bản thân về ảnh hưởng xấu của Bitcoin đến môi trường.,Entailment
uit_Adver_1308_3_31_07,"Trưa hôm qua, người cháu cụ Hiên, 88 tuổi, đi học về nhà tại xã Đăk Săk thấy bà nằm đắp chăn trên giường, gối che mặt.","Bà nằm đắp chăn trên giường, gối che mặt đang ngủ hoải mái thì người cháu cụ Hiên đi học về nhà.",Extrinsic-Hal
uit_Adver_224_4_11_02,"Theo giám đốc bảo tàng Ahmed Ghoniem, bảo tàng thường đón khách ban ngày từ 9h đến 15h, tuy nhiên với chương trình mới cho phép họ mở thêm khung giờ từ 20h đến 23h để đón khách của nhà hàng.",Bảo tàng quốc gia có thời gian quy định đóng mở cửa.,Entailment
uit_Adver_1324_1_11_07,"Tôi sẽ nghỉ sinh con vào đầu tháng 6, tuy nhiên, công ty gặp khó khăn về tài chính nên chưa đóng bảo hiểm xã hội đầy đủ cho tôi. (Thu Mây)",Chị Thu Mây không được đảm bảo về các phúc lợi trong công việc.,Entailment
uit_Adver_1680_4_21_09,"Lính cứu hỏa sau đó đến nơi, cùng một số người giữ bé an toàn trong lúc nới rộng thanh chắn cửa chống trộm.",Lính cứu hỏa cùng rất nhiều người cùng giải cứu chị gái của bé.,Intrinsic-Hal
uit_Adver_1482_3_31_08,"Trước đó, ngày 18/5, Hải Phòng ghi nhận ca Covid-19 thứ hai, ""bệnh nhân 4380"", là cô giáo 42 tuổi, giáo viên dạy môn Toán lớp 10, Trường THPT Ngô Quyền, không xác định được nguồn lây.",Trường THPT Ngô Quyền nhận được tin giáo viên Toán lớp 10 là ca Covid-19 thứ hai ở Hải Phòng.,Extrinsic-Hal
uit_Adver_1561_3_31_08,"Người nhận tim là chàng trai 27 tuổi ngụ Đồng Nai bị cơ tim giãn, suy tim độ 4.",Chàng trai 27 tuổi có trái tim yếu ớt.,Entailment
uit_Adver_1484_4_11_08,"Kíp mổ rạch da, đi dần vào khối mô xơ, phát hiện một lượng mủ sệt màu vàng trào ra.",Để đến với khối mô xơ cần đi qua lớp biểu bì.,Entailment
uit_Adver_2143_3_21_11,"Xe lu do anh Trần Trung Thành, 38 tuổi, lái chạy lùi.",Xe lu của anh Trần Trung Thành chạy lùi về hướng dốc.,Extrinsic-Hal
uit_Adver_98_5_11_01,"Năm ngoái, Oppo từng thuê một số giám đốc điều hành từ MediaTek - hiện là nhà thiết kế chip lớn nhất thế giới cho điện thoại thông minh.",Oppo tiên phong trong việc thiết kế nên con chip mạnh mẽ đáp ứng được nhu cầu cao hơn.,Extrinsic-Hal
uit_Adver_1841_5_11_10,"Trong khi Klopp thông cảm cho cầu thủ, cựu HLV Graeme Souness khó chịu về hành động của Mane.",Cựu HLV Graeme Souness đã có thái độ không hài lòng về Mane.,Entailment
uit_Adver_1_1_31_01,Mẫu smartphone P50 có thể là thiết bị cuối cùng dùng công nghệ ống kính Leica vì hai hãng này sắp kết thúc quá trình hợp tác.,Smartphone P50 của hai hãng này có giá cao.,Extrinsic-Hal
uit_Adver_1479_3_31_08,"Bệnh viện K hôm nay tổ chức cuộc bầu cử đại biểu Quốc hội khóa XV và đại biểu HĐND các cấp nhiệm kỳ 2021 - 2026 trong điều kiện bệnh viện đang phong tỏa các cơ sở để phục vụ phòng, chống dịch bệnh.",Mọi cuộc bầu cử đại biểu Quốc hội đều diễn ra trong bệnh viện K.,Extrinsic-Hal
uit_Adver_712_4_21_04,"Indy Llew Jones sống tại thành phố Salt Lake, mắc hội chứng Down bẩm sinh và hội chứng rối loạn sinh tủy khi một tuổi.",Indy Llew Jones mắc hội chứng rối loạn sinh tủy bẩm sinh.,Intrinsic-Hal
uit_Adver_331_3_21_02,"Trong video, Bà Rịa - Vũng Tàu xuất hiện với biển xanh, cát trắng, nắng vàng cùng 4 trải nghiệm khám phá chính: các trải nghiệm mới, thiên nhiên hùng vĩ, những chuyến phiêu lưu bất tận và khí hậu tươi mát.",Bà Rịa - Vũng Tàu thuộc khu vực Tây Nguyên Việt Nam.,Intrinsic-Hal
uit_Adver_1663_3_11_09,"Sau khi xem xét camera giám sát trong khu vực, cảnh sát nhận định nạn nhân đã bị cướp tài sản và sát hại, dẫn tới việc bắt nghi phạm.",Thiết bị ghi nhận hình ảnh là một trong những bằng chứng để buộc tội.,Entailment
uit_Adver_34_1_31_01,Zhang Jun - Giám đốc quan hệ công chúng của Tencent - đang là tâm điểm của mạng xã hội Trung Quốc khi công khai chỉ trích giới trẻ nước này lười biếng.,Zhang Jun trở nên nổi tiếng trên mạng xã hội của Trung Quốc vì là giám đốc quan hệ công chúng của Tencent.,Extrinsic-Hal
uit_Adver_98_5_21_01,"Năm ngoái, Oppo từng thuê một số giám đốc điều hành từ MediaTek - hiện là nhà thiết kế chip lớn nhất thế giới cho điện thoại thông minh.","MediaTek - là công ty chuyên trong việc thiết kế linh kiện điện tử, hiện đang hợp tác cùng Trung Quốc.",Intrinsic-Hal
uit_Adver_824_5_21_05,"Với tổng vốn đầu tư gần 204,96 triệu USD, trung tâm của khu công nghiệp là dây chuyền sản xuất vệ tinh dựa vào công nghệ đám mây và bản sao số.",Vốn đầu tư cho khu công nghiệp lên đến 5 chữ số hàng triệu USD.,Intrinsic-Hal
uit_Adver_1625_2_11_09,"Khoản hỗ trợ này được cung cấp thông qua Cơ quan Phát triển Pháp (AFD) và được triển khai trong giai đoạn 2021-2025 nhằm tăng cường năng lực giám sát lượng mưa và dòng chảy sông Mekong của Ủy hội sông Mekong (MRC) và các nước thành viên gồm Việt Nam, Lào, Campuchia và Thái Lan, theo thông cáo hôm nay của MRC.",Việt Nam không nằm ngoài các nước thành viên của Ủy hội Mekong (MRC).,Entailment
uit_Adver_2059_3_11_11,"Vành đai 3 đi qua TP HCM, Đồng Nai, Bình Dương và Long An, tổng chiều dài hơn 98 km, Được duyệt 10 năm trước nhưng toàn tuyến hiện chỉ đoạn Tân Vạn - Bình Chuẩn, dài hơn 16 km ở Bình Dương hoàn thành.","Dự án Vành đai 3 được duyệt 10 năm trước nhưng chỉ mới hoàn thành 1 phần trong 4 phần mà nó đi qua là tỉnh Bình Dương, đoạn Tân Vạn - Bình Chuẩn, dài hơn 16km.",Entailment
uit_Adver_1603_3_21_09,Bà Melinda cũng điền tên luật sư chuyên về bất động sản Loretta Ippolito và Bruce Birenbim của hãng luật Paul Weiss trong hồ sơ ly hôn.,Hãng luật Paul Weiss chỉ có 2 luật sư là Loretta Ippolito và Bruce Birenbim.,Extrinsic-Hal
uit_Adver_2452_4_11_13,"Chị Jenni, mẹ cậu bé cho biết, triết lý sống của gia đình là ""không có gì là không thể""."," Người đã sinh ra cậu cho biết ""không có gì là không thể"" là triết lí sống của gia đình.",Entailment
uit_Adver_2010_1_21_11,"Khi số F1 vượt quá năng lực cách ly của địa phương, hai tỉnh Bắc Giang, Bắc Ninh được thí điểm cách ly những người này tại nơi lưu trú.","Người dân bị F1 sẽ điều điều đến tỉnh Bắc Giang, Bắc Ninh để điều trị.",Intrinsic-Hal
uit_Adver_1944_2_31_10,"""Thật vinh hạnh khi kéo dài cuộc phiêu lưu tại PSG"", Neymar nói trong buổi lễ ký hợp đồng mới.",Hợp đồng cũ của Neymar đã hết hạn.,Extrinsic-Hal
uit_Adver_2310_2_31_12,"Sau khi vượt qua xe gắn camera hành trình, tài xế chiếc xe đầu kéo màu vàng dường như muốn lấy lái sang trái để nhập làn sát dải phân cách.",Tất cả các chiếc xe có mặt trên đoạn đường vào thời điểm xe đầu kéo vượt sang trái đều có gắn camera hành trình.,Extrinsic-Hal
uit_Adver_1216_2_11_07,"Thượng tá Trần Đình An, Trưởng Công an quận Lê Chân, cho biết Cơ quan Cảnh sát điều tra đang tạm giữ 3 nghi phạm để điều tra vụ án mạng khiến Nguyễn Tiến Tuấn (16 tuổi, trú quận Ngô Quyền) và Nguyễn Đình Đăng Khoa (19 tuổi, trú quận Hải An) chết sáng 15/5.",Thượng tá công an của địa phương xảy ra vụ án cho biết đang tạm giữ những kẻ liên quan.,Entailment
uit_Adver_1923_5_11_10,"Nếu bất bại trước Wolverhampton ở Molineux ở vòng cuối cùng, Man Utd cũng sẽ hoàn tất mùa giải bất bại 19 trận sân khách.","Trước vòng cuối, Man Utd chưa từng thua cuộc trên sân khách.",Entailment
uit_Adver_546_3_11_03,Việc cấp giấy chứng nhận hoàn thành khối lượng kiến thức văn hóa THPT do thủ trưởng cơ sở đào tạo cấp theo Thông tư 16/2010 của Bộ Giáo dục và Đào tạo về việc ban hành quy định về chương trình khung trung cấp chuyên nghiệp.,Thủ trưởng cơ sở đào tạo cấp giấy chứng nhận hoàn thành khối lượng kiến thức văn hoá THPT theo Thông tư 16/2010 của Bộ giáo dục và Đào tạo về việc ban hành quy định về chương trình khung trung cấp chuyên nghiệp.,Entailment
uit_Adver_614_5_31_04,"K-ICM tiếp tục pha trộn âm thanh của guitar, piano điện với một số nhạc cụ dân tộc.",K-ICM muốn kết hợp thêm âm nhạc cổ điển vào trong ca khúc.,Extrinsic-Hal
uit_Adver_1444_5_31_08,"Khoảng 10 đơn vị đang hỗ trợ công tác xét nghiệm cho Bắc Giang như Viện Vệ sinh dịch tễ Trung ương, Bệnh viện Bạch Mai, Trường ĐH Y tế Công cộng, Trường ĐH Y Hà Nội, Bệnh viện Bệnh nhiệt đới Trung ương, Học viện Quân y 103, Trung tâm Nhiệt đới Việt - Nga... Ngoài ra các CDC Quảng Ninh, CDC Hải Phòng cũng hỗ trợ Bắc Giang từ giai đoạn đầu đợt dịch.","Khoảng 10 đơn vị đang hỗ trợ công tác xét nghiệm cho Bắc Giang từ giai đoạn đầu đợt dịch như Viện Vệ sinh dịch tễ Trung ương, Bệnh viện Bạch Mai, Trường ĐH Y tế Công cộng, Trường ĐH Y Hà Nội, Bệnh viện Bệnh nhiệt đới Trung ương, Học viện Quân y 103, Trung tâm Nhiệt đới Việt - Nga...",Extrinsic-Hal
uit_Adver_2392_5_21_12,"Ngoài ra, mẫu sedan chạy điện đầu tiên của Genesis còn trang bị hệ thống kiểm soát tiếng ồn chủ động ANC-R (Active Noise Control-Road) từ mẫu SUV GV80 và hệ thống treo thích ứng.",Genesis sẽ bỏ ANC-R khỏi mẫu sedan chạy điện đầu tiên.,Intrinsic-Hal
uit_Adver_1712_3_31_09,"Trong video, lực lượng IRGCN di chuyển ở khoảng cách an toàn với nhóm tàu chiến Mỹ, trong đó có tàu tuần dương USS Monterey và tàu ngầm hạt nhân tấn công US S Georgia.",Nhóm tàu chiến Mỹ hiện an toàn.,Extrinsic-Hal
uit_Adver_598_1_11_03,"Năm 2021, trường THPT chuyên Khoa học Xã hội và Nhân văn tuyển 150 học sinh tại ba lớp chuyên và hệ chất lượng cao, tăng 50 em so với năm ngoái.",Trường Trung học phổ thông chuyên Khoa học Xã hội và Nhân văn là một trường học trực thuộc Trường Đại học Khoa học Xã hội và Nhân văn.,Extrinsic-Hal
uit_Adver_1798_1_11_09,"WHO cảnh báo châu Phi có thể bùng lên làn sóng Covid-19 mới vì thiếu vaccine, chậm triển khai tiêm chủng và biến chủng mới xuất hiện.",Biến chủng Covid-19 mới là một trong những yếu tố tạo thành nguy cơ bùng phát đợt dịch mới tại châu Phi.,Entailment
uit_Adver_1888_4_31_10,Các nhân viên y tế đã tiến hành sơ cứu tại chỗ trước khi đưa Wisniewski tới bệnh viện địa phương.,Wisniewski đang trong bệnh viện địa phương thì đã gặp người quen là các nhân viên y tế.,Extrinsic-Hal
uit_Adver_1628_2_31_09,"Theo các phóng viên AFP và AP, loạt cuộc không kích của Israel rạng sáng 17/5 đã khiến thành phố Gaza ""rung chuyển từ bắc tới nam"" trong khoảng 10 phút và gây ra tình trạng ngắt điện.", Thành phố Gaza Mất điện do bị tấn công ,Entailment
uit_Adver_370_4_31_02,"Steven Pitkin, người điều khiển tàu du lịch, cho biết cuộc phục kích là một điều bất ngờ, vì không ai biết Nifty đang ở gần đó.",Steven Pikin sở hữu 1 chiếc du thuyền dùng để điều khiển dẫn khách tham quan du lịch.,Extrinsic-Hal
uit_Adver_1946_4_31_10,Tuyển Việt Nam tập luyện tại Hà Nội.,Tuyển Việt Nam sẽ tập luyện và thi đấu tại Hà Nội.,Extrinsic-Hal
uit_Adver_720_2_21_04,"Hôm 1/5, Victoria Beckham (Vic) chia sẻ hài hước trên Story Instagram: ""Hú hồn!",Instagram của Vic có nhiều nội dung liên quan đến gia đình.,Extrinsic-Hal
uit_Adver_2452_3_21_13,"Trong những tuần đầu tiên trở lại trường học, cậu bé gặp khó khăn với việc đọc.","Trong những ngày đầu tiên đển trường, việc đọc làm cậu bé gặp khó khăn.",Extrinsic-Hal
uit_Adver_86_4_21_01,"Ông Xu cho biết, trước đó, chuỗi cung ứng bán dẫn vẫn luôn hoạt động ""dựa trên giả định rằng nó đủ linh hoạt để không cần dự trữ"".",Chuỗi cung ứng bán dẫn trong giả định là nó không được linh hoạt cho lắm. ,Intrinsic-Hal
uit_Adver_110_1_21_01,"Tim Cook cho biết ông ""có lẽ"" sẽ không ở lại Apple trong 10 năm tới, nhưng chưa nghĩ đến việc mình sẽ làm gì sau khi rời công ty.",Tim Cook vẫn sẽ làm việc tiếp tục với cương vị là nhân viên trong 10 năm tới tại Apple.,Intrinsic-Hal
